0,1e-07,1e-07,0.2,-50.49267164112489,-90.16919860409595,191.44805508401245,291.48444696880154,-604.5468133517518,-102.79612844265071
0.5,1e-07,1e-07,0.2,5.031405145102008,68.15576481144805,155.5928058186714,310.46901881561735,-378.59693456776205,10.36134562490453
0.8,1e-07,1e-07,0.2,-56.41402688162258,-89.56399379875764,672.071978475799,314.89189019813307,-13693.200770266232,-39.01380340440033
0,1e-07,0.0001,0.2,43.0114352536205,120.46489143505157,154.26583210381665,290.70896535433417,-538.2898863959208,196.79960712893882
0.5,1e-07,0.0001,0.2,73.1835129096427,110.27633879777233,125.48265364376626,290.4148492293789,-464.68664759350094,169.866024930695
0.8,1e-07,0.0001,0.2,38.6100302761343,76.80731865759974,128.65171031981936,290.5507436990228,-405.4731755927229,32.592287309997346
0,0.0001,1e-07,0.2,-59.604963601469585,-120.46345982950756,186.26050367617228,277.639694494481,-595.3430396682319,-121.86834910037736
0.5,0.0001,1e-07,0.2,27.289177998307103,115.14194760675112,164.3622187802405,307.93167514225667,-416.41186185284596,206.83885795726258
0.8,0.0001,1e-07,0.2,4.640563412728465,17.954312581192646,836.6603259255072,311.91451960115796,-12901.057005470519,200.00819340403513
0,0.0001,0.0001,0.2,-14.460025209973866,57.01528667372271,175.5555424366903,282.5396596535278,-472.89010245351267,148.3875012370853
0.5,0.0001,0.0001,0.2,60.14436927342097,126.96333906739282,146.20794744325346,293.07210033420694,-517.1552502277252,203.67913835937742
0.8,0.0001,0.0001,0.2,50.234948956444775,126.50677732414611,139.20308545017775,307.2848525945633,-402.5058295058651,203.98928230765176
0,1e-07,1e-07,0.5,-96.05788429135033,-253.93499159121393,385.9802764636241,313.608074126121,-6261.989082508302,-206.6751634963415
0.5,1e-07,1e-07,0.5,-81.57516486720964,-130.45755546618145,370.854140355692,279.79893785512957,-9685.1138765597,-62.27299302949793
0.8,1e-07,1e-07,0.5,-99.43248787525606,-131.38290216881992,288.55952943438695,267.6583205168289,-4904.365431994429,-82.07789864542531
0,1e-07,0.0001,0.5,13.711038201164465,103.10280557176426,156.00732141400886,287.0941325709139,-542.0503753514822,185.5280034678916
0.5,1e-07,0.0001,0.5,26.900758749851693,116.64205639194046,140.1307574574669,309.5532621149678,-520.8008185950903,183.19517967730482
0.8,1e-07,0.0001,0.5,-21.74141042340473,71.88132739766431,146.9952987352625,311.8537035874623,-525.1511026535595,12.519879677688053
0,0.0001,1e-07,0.5,-91.68134372853167,-143.97630072069398,153.95361109375082,289.4326097190029,-750.7875544434793,-98.88649623982026
0.5,0.0001,1e-07,0.5,-74.80921276513412,-126.73801731108594,160.53407232209895,300.9133342237925,-592.0639610445442,-110.48013681100537
0.8,0.0001,1e-07,0.5,-86.61968343137379,-87.70402258146243,233.52035429495737,301.7822559835224,-3906.5429446428593,-53.19251238971138
0,0.0001,0.0001,0.5,-22.305995695744713,40.17944629346959,194.10938786197087,295.0213406232158,-546.977162812907,19.39063668378951
0.5,0.0001,0.0001,0.5,24.91486695428106,105.79094104415525,149.9567942808158,312.14155490567356,-452.56552333975435,180.6565503180963
0.8,0.0001,0.0001,0.5,10.69450759014667,97.45056246573601,148.22134510898124,321.84863647988846,-466.0552212067663,48.30460191967944
